Message,Extracted,Expected
OTP for Online Transactions on your Indian Bank Debit Card 4988 is JDS-159337.This is valid for the next 5 min.Dt 07-04-22 12.17,4988,159337
"Ecom Express Executive 08046809000 PIN 7919 will deliver your ONLINE order 9168725661. Pay Rs 529.0(CASH,UPI,Payment Link). Code to refuse is 719012",7919,719012
otp for Online Transactions on your Indian Bank Debit Card 4988 is FQN-288867.This is valid for the next 5 min.Dt 07-04-22 11.57,4988,288867
OTP for Online Txn INR 352.82 at PAYTM on Indian Bank Debit card ending 4988 is 629806. Valid for 3min. Dt 07-04-2022 11:47:06. Do Not Disclose.,4988,629806
One Time verification code 829132.l7qsKFmcHNg - Future Group,8291327,829132
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 246251 2.5 CR Entry Fees - Win -,63065557,nan
"Your IDBI Bank Debit card has been dispatched via Speed Post -AWB No:EA514228732IN on [07-04-22 00:00:00 IST], pls contact your IDBI Bank branch if card is not delivered in 14 days. For security reasons, your card is enabled only for Domestic ATM & POS trxns. To enable the card for online(Ecom)/contactless/international transactions, kindly download/update latest version of GO Mobile+ App/ Abhay App. Pls generate Debit Card PIN through ATM/Inet/IVR",070422,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1752290091 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04067820005, PIN 180). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/2AcDiaNNNN .",0930,nan
"Dear Cardmember, manage your Card account on the go using the IndusMobile app. To download, visit bit.ly/3vukST6  and register your Card ending 9490. Start by setting your Credit Card PIN and enabling your Card for online transactions. You can also SMS ACTE to 5676757 from your registered mobile number to enable Domestic Online Transactions or visit bit.ly/3lfnUFX  to enable instantly - IndusInd Bank",9490,nan
Dear Saroj eligible may avail precaution dose private vaccination center 21-04-2022. Please visit CoWIN,21042022,nan
"Hi Raman , We hope you had a great shopping experience for HMTe HM-2122 Metal Analog... . Please rate us at www.snpdl.in/kzryh0yvt - Snapdeal",2122,nan
138698 OTP is813421 Valid 2 minutes.- GCARDE,813421,138698
Dear Sunil Kumar successfully vaccinated 1st Dose COVISHIELD 18-12-2021 01:51 PM. may download vaccination Certificate - - CoWIN,18122021,nan
Dear Sunil Kumar successfully vaccinated 2nd Dose COVISHIELD 27-04-2022 10:27 AM. may download vaccination Certificate - - CoWIN,27042022,nan
Claim gift 11:59 PM today Use code UNBOX6 take 1 year Unacademy subscription get 6-month extension,1159,nan
Title UNIVSM Ticket QP-TPRUM3278 OTP phone valid 5 minutes UNIVSM Mail MDS,3278,nan
Purchase on your Debit Card on 4:54PM for Rs.2749.05 was declined due to wrong ATM PIN entry. Please try again using correct PIN. Forgot PIN? Reset your PIN easily using Mobile Banking or NetBanking . Visit bit.ly/generatePIN to know more.,274905,nan
"HDFC Bank: You have successfully set the UPI Pin for your HDFC Bank A/c No.  XXXXXX8679. If not you, kindly report on 18002586161.",8679,nan
added today 10:07 PM new beneficiary KVB - DLite account. Bene Name: GOPINATH Acct : XXXX7448 Bene Type : bank. activated 12 hours time addition - Get protected COVID19- Wear mask. Wash hands frequently. Maintain social distancing - KVB,1007,nan
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4737 is Three Four Four Eight. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO ! www.yonosbi.com.-SBI,4737,nan
Hi 63065557XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5CR Entry Fees - Win -,63065557,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5 CR Entry Fees - Win -,63529880,nan
Dear Sucha Singh successfully vaccinated 1st Dose COVISHIELD 10-05-2021 01:13 PM. may download vaccination Certificate - - CoWIN,10052021,nan
2 negative accounts stopping credit score improving Act become eligible top loans /1q120G CreditMantri,1120,nan
"CMR Akshaya Tritiya Gold Offer, Up to 50% Off On Gold V.A,No Making,No V.A on Silver, lowest Gold Rate Only at CMR Shopping Mall, Nizampet. PH: 040 23898880",23898880,nan
"LAST 3 DAYS to Get Rs.4000/2000 FREE Shopping on spend of Rs.6999/3999

Extra 10% OFF on RuPay Cards. CENTRAL Celebrates Festival of colors. TnC bit.ly/4Smp8",40002000,nan
"Raman, first time shopping @ Women's Week?
Get Rs.333 Off + Free Shipping on the best styles
Min. Spend: Rs.1499 | Shop now
http://smsd.in/btJUOKGfS",1499,nan
Citykart mein apki shopping hogi ab aur bhi Dhamakedaar! Paaye FREE 500 Ki Shopping Rs.500 ki kharid pe use: 04072C9HJY3 mqml.co/2WX - CityKart T&C* -CITYKART,0407293,nan
a/c XXXXXXXXXXXX8571 debited Rs. 1300.00 2/28/2022 10:12:26 PM GOPINATH . info :P2A/205916770412 -KVB,2282022,nan
Dear Vimla Mishra successfully vaccinated 1st Dose COVISHIELD 18-05-2021 02:06 PM. may download vaccination Certificate - - CoWIN,18052021,nan
Dear Swati successfully vaccinated 2nd Dose COVISHIELD 09-02-2022 07:49 PM. may download vaccination Certificate - - CoWIN,09022022,nan
Dear Shivani successfully vaccinated 1st Dose CORBEVAX 06-05-2022 03:18 PM. may download vaccination Certificate - - CoWIN,06052022,nan
01/5/2022 18:35 Avail Bal A/c xxx289: Rs. 47.48 CR -SBI,0152022,nan
"Thanks for shopping with us, here is your bill copy https://drive.google.com/file/d/1r_zC66aW9gFSoJF8B1t8zinrlBVZgcQe/view?usp=sharing. Subscribe now to the India's youngest travel magazine for FREE https://tinyurl.com/EBTBFree",1669818,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 09.39.19. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Out for Pickup: KUBRA KB-2028 Cordless... with tracking ID FMPR0276874629 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 07529054000, PIN 235). Keep the product ready with all accessories and tags for verification.",2028,nan
"Fuel Prices surging but at PETER ENGLAND, we have Fashion Prices to Cool you Down! Visit our Exclusive stores to avail FREE Rs.1000 shopping on purchase of Rs.4999. Valid till 30 Apr & enjoy the Latest Summer Collection! TC.",4999,nan
Dear SANDRON Thank you for shopping at Apollo Pharmacy. Please click on the link to answer a few questions to help us improve our services  https://tinyurl.com/4a533m6u APLPHR,45336,nan
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4353 is Nine Six Nine Nine. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,4353,nan
"Dear Partner,Cash prizes that will make your dil go ""Jumping Japang""
Refer a friend to Shadowfax and earn Rs 1000/- once he completes 50 orders. Also, earn Rs. 1000/- extra after he completes 200 orders. More referrals, most earnings! in.shadowfax.https://u1.mnge.co/Dry1517",11517,nan
INR 320 debited A/c 2533 ATM POS/84572793/22:19:18/21032290 Bal 250174.6713-04-2022 22:19:21. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
"You have added today at 10:07 PM a new beneficiary to your KVB - DLite account. Bene Name: GOPINATH S, Acct : XXXX7448, Bene Type : Other bank. It will be activated after 12 hours from the time of addition - Get protected from COVID19- Wear mask. Wash your hands frequently. Maintain social distancing - KVB",1007,nan
Your transaction request to a/c no. XXXXXXXXXXX8517 for amount Rs. 7000.00 has failed due to No of PIN TRIES EXCEEDED (UPI Ref no 212379970683). -Union Bank of India,8517,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 09.39.28. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
BOI -  Txn on Debit card X4550 for Rs.500 on 08-04-2022 at ATM DIGHORI NAKA NAGPUR MHIN is declined due to incorrect PIN.,4550,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDFPFSCN3105 Valid till 31 May Rush Now.T&C",3105,nan
"Mani, is it your first time shopping on Myntra?
Get Flat Rs.222 on Min. Spend of Rs.999
Free Shipping @ Not Foolin' Around Sale
http://smsd.in/b19F1Bo7e",1917,nan
"Night Online Sale is LIVE on Big Bazaar Online!
Rs.100 Cashback on Shopping of Rs1000+ 1kg FREE Sugar
Order Online bit.ly/ngt-s
Only till 9am
T&C",1000,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDBG16D23105 Valid till 31 May Rush Now.T&C",1623105,nan
"Thanks for showing interest with Home Base Typing Job, U Can Join and Earn Rs- 18,000 to 30,000 Per Month, For More Details Call or Whats App: Richa- 8510926359",30000,nan
Your transaction request to a/c no. XXXXXXXXXXX0210 for amount Rs. 34850.00 has failed due to INCORRECT UPI PIN (UPI Ref no 211115124615). -Union Bank of India,0210,nan
Ecom Express Executive 08046809000 PIN: 36833 will deliver your Flipkart pre-paid shipment 2823479569 today. Share Code 528987 once package is received,36833,528987
Ecom Express Executive 08046809000 PIN: 36833 deliver Flipkart pre-paid shipment 2823479569 today. Share Code 370248 package received,36833,370248
"First-time shoppers get Flat Rs.333 Off, Mani
Min. Spend: Rs.1499 @ Myntra Birthday Sale
Shop with Free Shipping before midnight
http://smsd.in/bydTcpRwO",1499,nan
"Food pe, Shopping pe, Apparels pe. Sab pe bachayega yeh offer. Save upto Rs.7,500* with HDFC Bank Debit card.
Open Savings A/c now: hdfcbk.io/a/GovNbqE
*T&C",7500,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 09.39.50. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Out for Pickup: KUBRA KB-2028 Cordless... with tracking ID FMPR0276874629 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 07529054000, PIN 239). Keep the product ready with all accessories and tags for verification.",2028,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 11.08.25. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Dear Member, Sunshine Days of Happiness @CENTRAL ,16-18 Apr

Get Rs.2000/Rs.3000/Rs.5000 Back on Shopping of Rs.5999/Rs.7999/Rs.13999, As Future Pay Cash TnC",1618,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-04-30 08.24.57. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-04-01 09.20.55. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Badal, Myntra's favourite offer is back
Buy 1, Get 2 Free on the best styles
Free Shipping @ Weekend Sale
http://smsd.in/b2d9g2rB0",2920,nan
Arriving Today: Srinu order partner 914071153148 PIN 7932. Track opt contactless /zwyJan .Please share delivery code 884410 delivery partner confirmation status. - Shadowfax,7932,884410
"Make heads turn this Wedding Season, with PETER ENGLAND's Premium Collection of Suits & Blazers only at Hanuman Road Shamli Store. Also, Get FREE Rs.2000 shopping on purchase of Rs.6999 Valid till 31March.TC.",6999,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRND1STG4W3004 Valid till Apr 30 Rush Now.T&C",143004,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-04-14 18.16.38. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDM7F74F3105 Valid till 31 May Rush Now.T&C",7743105,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRND96IILF3103 Valid till Mar 31 Rush Now.T&C",963103,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDXRBI3U3103 Valid till Mar 31 Rush Now.T&C",33103,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDSPCMGX3103 Valid till Mar 31 Rush Now.T&C",3103,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDXR5WMV3004 Valid till Apr 30 Rush Now.T&C",53004,nan
"Rs.330.00 paid thru A/C XX6534 on 26-2-22 11:12:47 to MUPPINA DHARMEN, UPI Ref 205748689628. If not done, SMS BLOCKUPI to 9901771222.-Canara Bank",33000,nan
"UPI txn of Rs.100.00 thru A/C XX1525 on 10-3-22 at 16:57:36 to Suraj Kumar failed due to WRONG UPI PIN. If not you, SMS BLOCKUPI to 9901771222-Canara Bank",10000,nan
Your MPIN for CRN xx6058 has been changed succesfully from Kotak Bank Mobile Banking App.,6058,nan
Dear Ramdas Jaipal Tembhekar successfully vaccinated 2nd Dose COVISHIELD 02-09-2021 12:27 PM. may download vaccination Certificate - - CoWIN,02092021,nan
Dear Pooja Jitendra Shambharkar successfully vaccinated 1st Dose COVISHIELD 04-08-2021 11:19 AM. may download vaccination Certificate - - CoWIN,04082021,nan
"Raman, get Flat Rs.333 Off!
Plus Free Shipping on your 1st purchase @ Myntra Diwali Sale
Min. buy: Rs.1499 | Shop now
http://smsd.in/bqoizzsVC",1499,nan
ASTCOM870271. Mi Account verification code valid 5 minutes.,870271,nan
Dear TERAPALLI JESSIE EVAGELINSCR5061748Welcome Rankguru E-Vidya Digital Curriculum. Android Devices click install App. Browser Version log Sign use child admission no. OTP. Sri Chaitanya School.,5061748,nan
Dear Sandeep successfully vaccinated 2nd Dose COVAXIN 15-02-2022 03:25 PM. may download vaccination Certificate - - CoWIN,15022022,nan
"Dear 7973XXXX59, WIN upto Rs 25 Lakhs! Spin the Jackpot & Win a Bullet Bike, Sachin's Signed Bat & much more only on Paytm First Games. m.paytm.me/fjk T&C",797359,nan
Dear Customer verification ID 63218788. Pl pass number Br. Staff complete registration. MUTHOOT FINANCE LTD.,63218788,nan
BOI UPI - Your change UPI-PIN for XXXXXXXXXXX0121 has failed due to INVALID POLICIES FOR UPI-PIN. Try another UPI-PIN which is not used before.,0121,nan
"Raman, first time shopping @ Myntra?
Get Flat Rs.222 Off on Min. Spend of Rs.1499
Free Shipping @ Hot Like Summer Sale
http://smsd.in/b2xhMuClc",1499,nan
"Celebrate 1 year of happiness with 1 recharge! Get 29 days extra validity on Jio at Rs.2545 plan. Enjoy 1.5GB/Day, Unlimited Voice for 365 days. Offer till 2Jan22. Click: https://t.jio/JioOffer1Year2545",2545,nan
818034 winners Rs 12L cashback month turn winner Use Finserv MARKETS UPI win cashback rewards weekly,818034,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDFUE5WJ3004 Valid till Apr 30 Rush Now.T&C",53004,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDF5BPIU3105 Valid till 31 May Rush Now.T&C",53105,nan
We have received request for setting MPIN for your a/c XX5823 linked to VPA gp209610@okaxis on 2022-05-07 11.09.42. Dispute? call 18004251809-South Indian Bank,5823,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDA7TSR53103 Valid till Mar 31 Rush Now.T&C",753103,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDY66NLH3004 Valid till Apr 30 Rush Now.T&C",663004,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDAGSDQU3105 Valid till 31 May Rush Now.T&C",3105,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/4mUio5 CCARDD",5000,nan
"2 negative account(s) are stopping your credit score from improving
Act now to become eligible for top loans
v.db1.in/219EIO
CreditMantri",1219,nan
"Confirmed: Thank you for shopping on Myntra. We're prepping your order with 1 Kook N Keech Marve.... In these tough times, our team is working hard while ensuring highest safety standards, deliveries may take longer than usual. To ensure minimum-contact delivery, you can Pay Now. Click 1kx.in/Xs4zc3G6t7r to pay. You may also pay using UPI or Card at your doorstep. We'd love to hear about your experience: 1kx.in/Xs4ztASw2k8. Stay Home, Stay Safe. - Team Myntra.",14367,nan
"Dear Customer,TRENDS SPECIAL OFFER! Earn 7X ROne Loyalty points on shopping of Rs.1999. Get 10X points on shopping of Rs2999. Valid Till May 31. T&C",2999,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-03-22 22.49.59. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDVVA8CJ3105 Valid till 31 May Rush Now.T&C",83105,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-03-28 12.11.01. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Mani, first time shopping @ Myntra?
Get Flat Rs.222 Off on Min. Spend of Rs.1499
Free Shipping @ Hot Like Summer Sale
http://smsd.in/b2xiG6RMo",1499,nan
"Dear 63065557XX,
Open Axis ASAP Savings/Cashback Account.
Get up to 15 %* cashback on Flipkart & Amazon shopping.
Click http://p2x.in/LYEwd9 TIS",63065557,nan
"Mani, first time shopping @ Myntra?
Get Flat Rs.333 Off on Min. Spend of Rs.1499
Free Shipping @ Spring Refresh Sale
http://1kx.in/AqNuWD",1499,nan
"Out for Delivery:GANSTA Wayfarer Sungla... with tracking ID FMPC1755286189, will be delivered today by an EKART Service Partner (call 04440114101, PIN 172). Please pay Rs.248.0 by cash..",2480,nan
"UPI PIN is set for your Paytm Payments Bank a/c 91XXXXXXXX36. If you have not initiated this request, contact us on 01204456456 immediately :PPBL",9136,nan
Your otp for Debit Card ending 3610 is 090016. Use this at HDFC Bank ATM to create ATM PIN before 25May22.Never share otp with anyone. Bank never asks for otp.,3610,090016
"Dear Customer,
1IndiaFamilyMart brings FRESH SUMMER OFFER!
Free Shopping of Rs.1000on  Shopping od Rs.1000
Offer valid for 7 days only.
T&C Apply",1000,nan
Ecom Express Executive 08046809000 PIN: 36833 deliver Flipkart pre-paid shipment 2823479569 today. Share Code 976300 package received,36833,976300
"Dear 63805692XX,
Open Axis ASAP Savings/Cashback Account.
Get up to 15 %* cashback on Flipkart & Amazon shopping.
Click http://p2x.in/APENgZ TIS",63805692,nan
"Dear SBI Customer, transaction dated 02-Feb-22 16:55:44 through card ending 4737 has been declined due to Do PIN change.",0222,nan
OTP 475683.Ref.ID-67115886Dated 08/11/2020 08:55. DISCLOSE OTP ANYONE MEANS. UPI transaction use,08112020,475683
"Out for Delivery:Footup Men's Light Com... with tracking ID FMPC1774362764, will be delivered today by an EKART Service Partner (call 04440114101, PIN 126). Please pay Rs.252.0 by cash..",2520,nan
"Hi Sp davawala,

Over 20,000+ customers in 18+ cities have trusted SellRight by Spinny to sell their cars.

And You're just a step away from getting the best price for your 2018 Maruti Suzuki Eeco.


Wait no more!


Book a Free doorstep evaluation today. Click Here weurl.co/ikTbIN Or Call 727 727 7275.",2018,nan
"Mani, is it your first time shopping on Myntra?
Get Flat Rs.333 Off on Min. Spend of Rs.1499
Free Shipping @ Brand Slam Sale
http://smsd.in/b3Pry5f36",1499,nan
"Weekend  Dhamaka at V2 Retail!! Buy Rs. 999/- & get Chance to win T.V, Freeze & Washing Machine. Get  Rs.1000  shopping free on bill of Rs 1999 & above, Get worth Rs 5000 Duffle bag free on bill of Rs 4999 & above.T&C*",1000,nan
ICICI Bank Acct XX224 debited for Rs 180.00 on 27-Nov-21; BHUPINDER KUMAR S O SANT  credited. UPI:133181398881. Call 18002662 for dispute. SMS BLOCK 224 to 9215676766.,2721,nan
"Out for Delivery:BRUTON Slippers with tracking ID FMPC1755284874, will be delivered today by an EKART Service Partner (call 04440114101, PIN 172). Please pay Rs.309.0 by cash..",3090,nan
"Welcome to Jio Payments Bank! mPIN setup complete. Use it to access your account and authorise transactions. For queries, call on 1800 891 9999.",1800,nan
"Badal, you're missing out on all your faves
Shop with 50-80% + Extra Rs.300 Off
Free Shipping @ Myntra Diwali Sale
http://smsd.in/br4gTuytG",5080,nan
Rs.1567.00 Credited SB-xxx3548 AcBal:420994.00 CLRBal: 1644.00 NEFT-SCBL- GOBICHETTIPALAYAM 04-05-2022 16:19:05.IOB.,42099400,nan
Arriving Today: Srinu order partner 914067820390 PIN 6292. Track opt contactless //track/D813EABEA027896BCA6A8258E27B5D15/Fwd/ .Please share delivery code 260739 delivery partner confirmation status. - Shadowfax,6292,260739
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 690277 delivery partner confirmation status. - Shadowfax,5985,690277
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/tuBSJ9 CCARDD",5000,nan
"Dear SBI Customer, transaction dated 14-Feb-22 16:52:02 through card ending 4737 has been declined due to Do PIN change.",1422,nan
OTP for Online Transactions on your Indian Bank Debit Card 4988 is JXS-177988.This is valid for the next 5 min.Dt 07-04-22 12.32,4988,177988
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4737 is Nine Five One Five. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,4737,nan
Arriving Today: Srinu order partner 914067820390 PIN 9165. Track opt contactless //track/23C134956D261D883E619E043E2A0CBA/Fwd/ .Please share delivery code 600549 delivery partner confirmation status. - Shadowfax,9165,600549
Arriving Today: Srinu order partner 914067820390 PIN 9165. Track opt contactless //track/23C134956D261D883E619E043E2A0CBA/Fwd/ .Please share delivery code 971248 delivery partner confirmation status. - Shadowfax,9165,971248
"Dear SBI Customer, transaction dated 29-Apr-22 15:12:27 through card ending 8981 has been declined due to INCORRECT PIN.",2922,nan
"ARRIVING TODAY: Our Delivery Agent (+912241498037) will bring your order with 1 Roadster Tshirts and 1 more item today. Use Pin 7875313460 if prompted. His/her body temp. recorded at 11:14 AM was 97.7F. Pay Rs. 748.00 at the time of delivery. To ensure minimum contact delivery, we encourage UPI or Card payment. Our delivery agent is ensuring the highest safety standards so you can stay safe at home!. - Team Myntra.",1114,nan
900330 rupalu gurnchi nanu andukara nanu tocher chestanavu monday isthanu anthavarku naku phone cheyaku,900330,nan
Arriving Today: Srinu order partner 917314821043 PIN 6183. Track opt contactless //track/7A5BBC08E18BE3E2E14A4D8C055A5E7D/Fwd/ .Please share delivery code 6410 delivery partner confirmation status. - Shadowfax,6183,6410
"Dear SBI Customer, transaction dated 01-Feb-22 10:44:54 through card ending 4737 has been declined due to INCORRECT PIN.",0122,nan
"Dear SBI Customer, transaction dated 17-Oct-21 11:28:38 through card ending 4388 has been declined due to Do PIN change.",1721,nan
OTP 554672.Ref.ID-67115886Dated 08/11/2020 08:55. DISCLOSE OTP ANYONE MEANS. UPI transaction use,08112020,554672
"Dear SBI Customer, transaction dated 29-Apr-22 19:34:56 through card ending 8981 has been declined due to Do PIN change.",2922,nan
Dear Delivery Partner FE1276338 confirmation OTP selecting New year special rate card 1532139 Please share OTP anyone. -ZOMATO,1276338,1532139
Arriving Today: Srinu order partner 914071153148 PIN 7115. Track opt contactless //track/1E630401F76857C3224A30DF48623219/Fwd/ .Please share delivery code 504358 delivery partner confirmation status. - Shadowfax,7115,504358
Arriving Today: Srinu order partner 917314821043 PIN 6183. Track opt contactless //track/7A5BBC08E18BE3E2E14A4D8C055A5E7D/Fwd/ .Please share delivery code 736143 delivery partner confirmation status. - Shadowfax,6183,736143
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2212029596200 RS. 500000.00 A/C NO. XXXX1899 85734289. SHARE ANYONE. -SBI,1899,85734289
"Out for Delivery:Sarfira Solid Men Roun... with tracking ID FMPC1333684063, will be delivered today by an EKART Service Partner (call 04045206046, PIN 157). Please pay Rs.400.0 by cash..",4000,nan
"Out for Delivery:DIZO Watch R AMOLED wi... with tracking ID FMPC1843872562, will be delivered between 10:30AM - 02:30PM today by an EKART Service Partner (call 08068960020, PIN 243). Please pay Rs.3999.0 by cash..",1030,nan
Arriving Today: Srinu order partner 914071153148 PIN 7115. Track opt contactless //track/1E630401F76857C3224A30DF48623219/Fwd/ .Please share delivery code 942750 delivery partner confirmation status. - Shadowfax,7115,942750
Arriving Today: Srinu order partner 917314821043 PIN 6183. Track opt contactless //track/7A5BBC08E18BE3E2E14A4D8C055A5E7D/Fwd/ .Please share delivery code 112989 delivery partner confirmation status. - Shadowfax,6183,112989
Arriving Today: Your Srinu order with partner 917314821043 PIN 6183. Track and opt for contactless delivery:https://tracker.shadowfax.in/#/track/7A5BBC08E18BE3E2E14A4D8C055A5E7D/Fwd/ .Please share the delivery code 6410 with the delivery partner for confirmation on status. - Shadowfax,6183,6410
"Confirmed: Thank you for shopping on Myntra. We're prepping your order with 1 HIGHLANDER Tshirts. In these tough times, our team is working hard while ensuring highest safety standards, deliveries may take longer than usual. To ensure minimum-contact delivery, you can Pay Now. Click http://mntr.se/2br313564iu to pay. You may also pay using UPI or Card at your doorstep. Stay Home, Stay Safe. - Team Myntra.",2313564,nan
"Dear SBI Customer, transaction dated 19-Mar-22 15:47:09 through card ending 4254 has been declined due to INCORRECT PIN.",1922,nan
Your OTP for Debit Card ending 3610 is 090016. Use this at HDFC Bank ATM to create ATM PIN before 25May22.Never share OTP with anyone. Bank never asks for OTP.,3610,090016
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 09.40.02. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2212029597801 RS. 500000.00 A/C NO. XXXX1899 99767636. SHARE ANYONE. -SBI,1899,99767636
"Dear SBI Customer, transaction dated 12-Dec-21 02:59:06 through card ending 2063 has been declined due to INCORRECT PIN.",1221,nan
"Dear SBI Customer, transaction dated 12-Dec-21 03:00:48 through card ending 2063 has been declined due to INCORRECT PIN.",1221,nan
Arriving Today: Srinu order partner 914071153148 PIN 7115. Track opt contactless //track/1E630401F76857C3224A30DF48623219/Fwd/ .Please share delivery code 4662 delivery partner confirmation status. - Shadowfax,7115,4662
"Out for Pickup: KUBRA KB-2028 Cordless... with tracking ID FMPR0276874629 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 07529054000, PIN 252). Keep the product ready with all accessories and tags for verification.",2028,nan
"Dear Customer, you have received Rs.203.00 from VIPIN KUMAR (vipinkumar3720@okaxis) credited to your a/c XXXXXXXX0828. UPI Txn Ref ID: 212640700801. JK BANK",20300,nan
OTP for Online Transactions on your Indian Bank Debit Card 4988 is FQN-288867.This is valid for the next 5 min.Dt 07-04-22 11.57,4988,288867
"Dear SBI Customer, transaction dated 19-Mar-22 15:47:26 through card ending 4254 has been declined due to INCORRECT PIN.",1922,nan
